Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19,Throw_20,Throw_21
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Derek Lewis,Second,Brandon Keen,6,15,LOST,60,26,45,47,60,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Brandon Keen,First,Derek Lewis,6,17,WON,100,96,93,140,32,40,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,Kevin Jeff,Second,David Buckley,1,15,LOST,21,60,85,30,45,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,David Buckley,First,Kevin Jeff,1,17,WON,60,41,60,100,140,100,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,Kevin Jeff,First,David Buckley,2,18,WON,60,30,100,140,131,40,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,David Buckley,Second,Kevin Jeff,2,15,LOST,100,58,100,92,60,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,Kevin Jeff,Second,David Buckley,3,15,LOST,41,43,82,125,100,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,David Buckley,First,Kevin Jeff,3,16,WON,180,85,41,58,97,40,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,Kevin Jeff,First,David Buckley,4,18,WON,84,100,83,100,94,40,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,David Buckley,Second,Kevin Jeff,4,15,LOST,81,60,100,60,26,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,Kevin Jeff,Second,David Buckley,5,21,LOST,81,41,45,41,45,85,85,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,David Buckley,First,Kevin Jeff,5,24,WON,59,59,58,59,43,59,100,64,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,Kevin Jeff,First,David Buckley,6,21,LOST,41,55,123,41,41,45,99,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/TTgbutdxVzwF,David Buckley,Second,Kevin Jeff,6,21,WON,97,83,100,40,85,80,16,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/WAr7fOFxHQjb,Ryan Smith,Second,Kyle Hamments,1,21,WON,60,65,121,32,97,75,51,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/WAr7fOFxHQjb,Kyle Hamments,First,Ryan Smith,1,21,LOST,25,15,47,11,34,55,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/WAr7fOFxHQjb,Ryan Smith,First,Kyle Hamments,2,26,WON,30,83,85,83,45,68,95,8,4,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/WAr7fOFxHQjb,Kyle Hamments,Second,Ryan Smith,2,24,LOST,30,50,49,36,44,70,47,54,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/WAr7fOFxHQjb,Ryan Smith,Second,Kyle Hamments,3,25,WON,87,100,44,60,81,47,70,0,12,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/WAr7fOFxHQjb,Kyle Hamments,First,Ryan Smith,3,27,LOST,40,45,44,26,31,29,47,52,28,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/WAr7fOFxHQjb,Ryan Smith,First,Kyle Hamments,4,30,WON,99,60,100,41,36,25,11,104,1,24,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/WAr7fOFxHQjb,Kyle Hamments,Second,Ryan Smith,4,27,LOST,45,44,30,37,28,75,44,52,42,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Phil Ward,First,Ryan Doherty,1,19,WON,41,80,140,100,24,76,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Ryan Doherty,Second,Phil Ward,1,18,LOST,100,59,30,29,60,59,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Phil Ward,Second,Ryan Doherty,2,21,LOST,100,26,100,66,45,40,91,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Ryan Doherty,First,Phil Ward,2,24,WON,60,41,40,60,100,45,59,96,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Phil Ward,First,Ryan Doherty,3,34,WON,62,45,45,40,81,85,59,48,0,4,16,16,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Ryan Doherty,Second,Phil Ward,3,33,LOST,23,55,32,30,96,100,59,42,24,20,15,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Phil Ward,Second,Ryan Doherty,4,24,LOST,46,32,55,60,13,76,26,96,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Ryan Doherty,First,Phil Ward,4,26,WON,45,25,29,60,97,100,59,26,60,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Phil Ward,First,Ryan Doherty,5,19,WON,40,100,100,100,85,36,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Ryan Doherty,Second,Phil Ward,5,18,LOST,22,57,52,59,100,76,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Phil Ward,Second,Ryan Doherty,6,20,WON,30,140,100,85,83,23,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/SYjfJgxS2Gjx,Ryan Doherty,First,Phil Ward,6,21,LOST,85,55,41,22,60,80,60,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,James Colyer,Second,Nick Holman,1,21,LOST,60,41,100,41,59,45,61,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,Nick Holman,First,James Colyer,1,22,WON,57,30,95,140,59,45,55,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,James Colyer,First,Nick Holman,2,26,WON,60,60,41,135,97,29,39,20,20,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,Nick Holman,Second,James Colyer,2,24,LOST,121,60,45,60,60,45,0,58,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,James Colyer,Second,Nick Holman,3,12,LOST,100,45,139,139,,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,Nick Holman,First,James Colyer,3,15,WON,140,90,100,97,74,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,James Colyer,First,Nick Holman,4,21,LOST,60,28,180,59,83,67,0,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,Nick Holman,Second,James Colyer,4,20,WON,41,100,100,85,43,80,52,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,James Colyer,Second,Nick Holman,5,20,WON,81,100,100,43,60,57,60,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,Nick Holman,First,James Colyer,5,21,LOST,66,60,60,45,60,75,85,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,James Colyer,First,Nick Holman,6,25,WON,30,60,82,100,80,85,24,30,10,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,Nick Holman,Second,James Colyer,6,24,LOST,140,60,60,81,100,50,0,0,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,James Colyer,Second,Nick Holman,7,18,LOST,45,45,60,100,81,100,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/NHypt0R5ciHc,Nick Holman,First,James Colyer,7,21,WON,100,81,140,60,40,60,20,,,,,,,,,,,,,,
