Venue,Division,Season,Date,Round,URL,Player,Opponent,First Thrower,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,First,3,30,LOST,18,42,60,59,60,62,28,27,105,35,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,Second,3,29,WON,60,95,45,60,26,60,43,38,58,16,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,Second,4,18,LOST,100,45,84,60,28,41,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,First,4,21,WON,45,81,65,100,121,49,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,First,5,28,WON,45,29,39,90,81,38,80,59,20,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,Second,5,27,LOST,70,43,85,55,60,45,41,54,32,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,Second,6,21,LOST,21,38,24,23,52,100,37,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,First,6,24,WON,55,100,85,80,43,100,0,38,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,First,7,29,WON,60,43,36,60,43,99,75,25,14,46,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,Second,7,27,LOST,125,22,100,40,60,64,21,49,10,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,Second,8,21,LOST,30,139,119,39,45,25,64,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,First,8,23,WON,41,100,81,66,43,41,93,36,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,First,9,18,LOST,22,31,30,45,61,58,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,Second,9,17,WON,81,140,60,100,60,60,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,Second,10,32,WON,26,41,60,23,41,22,66,57,90,55,20,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,First,10,33,LOST,55,43,41,41,55,55,15,85,71,20,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,First,11,22,WON,100,58,85,25,95,126,6,6,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,Second,11,21,LOST,100,140,100,45,91,0,21,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,Second,12,26,WON,59,81,28,23,45,47,124,74,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,First,12,27,LOST,140,60,100,55,45,84,13,2,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,First,13,27,LOST,60,100,36,45,30,28,38,64,62,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,Second,13,26,WON,41,45,60,60,60,60,41,119,15,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,Second,14,27,LOST,81,44,39,49,68,32,56,48,28,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,First,14,28,WON,26,81,60,45,55,34,80,80,20,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,First,1,27,LOST,45,85,60,66,25,30,30,140,10,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,Second,1,25,WON,64,81,60,85,100,51,20,24,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,Second,2,24,LOST,40,43,60,41,60,45,30,18,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,First,2,25,WON,100,60,60,60,85,42,54,0,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,First,3,21,LOST,45,100,28,85,140,46,27,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,Second,3,21,WON,45,100,140,45,81,46,44,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,Second,4,18,LOST,54,78,100,59,40,55,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,First,4,19,WON,60,180,22,87,112,0,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,First,5,24,WON,100,45,96,34,85,45,56,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,Second,5,21,LOST,40,58,11,60,100,45,59,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,Second,6,18,LOST,30,81,45,25,43,59,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,First,6,19,WON,180,100,140,41,26,0,14,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,First,7,27,WON,58,42,45,98,125,45,48,35,5,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,Second,7,24,LOST,60,22,33,66,41,66,140,34,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,Second,8,27,WON,30,43,81,70,60,67,58,32,60,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,First,8,27,LOST,100,41,26,26,55,60,60,43,65,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,First,9,30,WON,55,45,43,30,75,27,11,85,41,89,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,Second,9,27,LOST,41,40,41,45,100,80,74,40,30,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,Second,10,28,WON,55,42,60,44,30,83,71,56,40,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,First,10,30,LOST,83,60,60,9,45,43,45,46,38,32,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,First,11,27,WON,42,30,80,43,41,33,54,130,48,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,Second,11,24,LOST,81,60,22,100,140,38,44,8,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,Second,12,21,LOST,85,47,60,39,45,125,29,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,First,12,23,WON,140,81,100,80,60,21,0,19,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,First,13,22,WON,28,26,180,26,57,136,8,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,Second,13,21,LOST,45,94,81,26,41,121,57,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Mike Wallis,Michael Fitzgerald,Second,14,27,LOST,42,85,41,81,30,22,35,30,45,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/3PpW7dmNw2YX,Michael Fitzgerald,Mike Wallis,First,14,29,WON,41,81,41,81,81,68,26,27,15,40,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,Second,1,21,WON,45,60,60,123,60,66,87,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,First,1,21,LOST,45,100,41,44,81,60,98,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,First,2,23,WON,100,60,60,60,44,121,16,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,Second,2,21,LOST,66,45,60,30,66,122,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,Second,3,18,WON,54,140,60,76,128,43,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,First,3,18,LOST,59,59,45,40,60,85,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,First,4,27,LOST,28,43,140,45,60,58,44,39,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,Second,4,25,WON,85,26,137,45,60,26,40,42,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,Second,5,24,WON,135,78,59,137,32,50,0,10,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,First,5,24,LOST,45,41,41,66,100,100,74,10,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,First,6,19,WON,60,100,83,140,58,40,20,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,Second,6,18,LOST,59,36,9,45,100,40,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,Second,7,24,WON,100,41,78,100,26,26,41,89,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,First,7,24,LOST,60,30,41,28,45,135,41,26,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,First,8,29,WON,55,100,43,60,15,45,59,56,28,40,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,Second,8,27,LOST,85,44,41,39,55,43,60,45,64,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Darren Evans,Colm Mc Girl,Second,9,27,WON,100,26,44,24,180,44,34,29,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/blSoCUi1QZwT,Colm Mc Girl,Darren Evans,First,9,27,LOST,59,60,85,100,32,30,95,32,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,First,1,21,WON,45,63,83,60,101,100,49,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,Second,1,18,LOST,95,45,60,26,95,60,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,Second,2,15,LOST,60,60,100,60,100,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,First,2,17,WON,121,81,139,90,22,48,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,First,3,21,LOST,100,77,41,60,98,26,67,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,Second,3,19,WON,140,120,45,81,59,46,10,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,Second,4,21,LOST,26,45,81,100,81,46,84,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,First,4,22,WON,45,55,85,19,55,40,180,22,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,First,5,26,WON,40,85,26,140,60,60,0,60,30,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,Second,5,24,LOST,45,60,30,135,47,11,95,18,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,Second,6,21,LOST,28,26,43,45,85,60,85,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,First,6,22,WON,60,92,9,85,70,96,49,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,First,7,27,LOST,11,43,60,62,43,55,95,45,43,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,Second,7,27,WON,45,45,140,45,44,55,15,92,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,Second,8,27,LOST,36,81,60,60,40,59,60,25,60,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,First,8,30,WON,100,85,26,30,60,85,54,29,0,32,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,First,9,27,LOST,140,60,41,41,30,60,93,18,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,Second,9,25,WON,45,50,45,85,100,60,29,77,10,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,Second,10,18,WON,140,120,60,45,65,71,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,First,10,18,LOST,55,58,95,61,81,55,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Colm Mc Girl,Mike Wallis,First,11,30,LOST,36,60,45,41,60,100,49,39,24,27,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/WCjW55toxi9x,Mike Wallis,Colm Mc Girl,Second,11,29,WON,100,45,45,45,58,41,26,99,10,32,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,First,1,29,WON,85,41,95,35,60,57,67,25,27,9,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,Second,1,27,LOST,30,61,101,45,100,60,31,28,31,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,Second,2,21,WON,45,60,135,41,41,83,96,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,First,2,21,LOST,44,66,41,81,68,45,68,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,First,3,27,LOST,83,41,58,26,58,100,49,46,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,Second,3,26,WON,40,92,82,26,83,60,44,54,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,Second,4,20,WON,81,66,41,28,180,65,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,First,4,21,LOST,37,41,67,43,125,45,30,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,First,5,32,WON,42,43,45,41,60,41,46,41,95,39,8,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,Second,5,30,LOST,100,60,55,43,41,28,45,83,18,14,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,Second,6,32,WON,43,99,44,125,41,59,25,35,0,0,30,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,First,6,33,LOST,26,85,31,45,26,85,76,45,42,4,28,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,First,7,27,LOST,25,55,100,22,60,45,45,45,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,Second,7,27,WON,38,40,43,36,85,56,81,80,42,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,Second,8,24,LOST,60,45,60,57,60,60,59,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,First,8,25,WON,21,26,45,79,55,132,43,84,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,First,9,30,WON,100,45,45,26,140,60,23,44,0,18,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,Second,9,27,LOST,100,13,30,22,95,21,50,82,29,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,Second,10,31,WON,60,45,60,96,100,21,27,28,44,0,20,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,First,10,33,LOST,100,100,40,82,46,27,92,0,0,0,12,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Colm Mc Girl,Ian Gower,First,11,27,WON,6,36,140,60,45,45,100,45,24,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/hx7rl3Rqb2NI,Ian Gower,Colm Mc Girl,Second,11,24,LOST,95,28,55,58,81,45,25,74,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,First,1,29,WON,83,21,40,45,58,60,44,45,50,55,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,Second,1,27,LOST,27,100,9,60,137,54,80,18,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,Second,2,24,LOST,45,41,41,60,100,100,43,51,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,First,2,27,WON,45,41,99,44,28,60,60,58,66,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,First,3,33,LOST,60,100,100,81,122,22,12,0,2,0,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,Second,3,31,WON,22,41,57,41,60,40,100,60,24,36,20,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,Second,4,27,LOST,41,55,45,26,45,40,41,140,28,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,First,4,30,WON,13,41,100,30,57,41,57,60,26,76,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,First,5,31,WON,100,26,40,45,100,21,45,32,52,30,10,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,Second,5,30,LOST,100,41,53,100,43,42,38,68,0,0,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,Second,6,27,LOST,59,61,59,41,60,60,97,44,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,First,6,29,WON,60,80,44,29,41,95,41,37,34,40,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,First,7,30,LOST,43,60,41,27,60,60,100,80,26,0,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,Second,7,29,WON,40,28,85,60,41,49,45,97,36,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,Second,8,24,LOST,60,26,45,43,60,41,100,39,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,First,8,26,WON,60,60,122,57,83,43,36,0,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,First,9,30,LOST,140,41,95,100,85,20,10,0,8,0,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,Second,9,29,WON,2,41,81,59,43,59,55,71,58,32,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,Second,10,23,WON,85,60,66,60,28,60,90,52,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,First,10,24,LOST,45,45,57,39,57,60,60,60,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,First,11,19,WON,41,41,44,100,140,97,38,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,Second,11,18,LOST,100,98,57,140,24,66,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,Second,12,24,WON,60,85,85,60,60,97,22,32,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,First,12,24,LOST,100,60,41,96,60,25,33,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Dylan Loughnane,Daryl Clarke,First,13,15,LOST,7,85,60,55,59,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/VuaXVykxwsAP,Daryl Clarke,Dylan Loughnane,Second,13,15,WON,96,140,29,100,136,,,,,,,,,,
